"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"S&amp;SPOWER","BE","30-Mar-2020","         10.00","         13.10","         13.10","         13.10","         13.10","         13.10","         13.10","       1924","               25204.40","         18","-","-"
"S&amp;SPOWER","BE","31-Mar-2020","         13.10","         13.75","         13.75","         13.75","         13.75","         13.75","         13.75","       1917","               26358.75","         14","-","-"
"S&amp;SPOWER","BE","01-Apr-2020","         13.75","         14.40","         14.40","         14.40","         14.40","         14.40","         14.40","       1312","               18892.80","          5","-","-"
"S&amp;SPOWER","BE","03-Apr-2020","         14.40","         15.10","         15.10","         15.10","         15.10","         15.10","         15.10","        387","                5843.70","          3","-","-"
"S&amp;SPOWER","EQ","07-Apr-2020","         15.10","         15.85","         15.85","         15.85","         15.85","         15.85","         15.85","         77","                1220.45","          2","         77","        100.00"
"S&amp;SPOWER","EQ","08-Apr-2020","         15.85","         16.60","         16.60","         16.60","         16.60","         16.60","         16.60","        317","                5262.20","          5","        317","        100.00"
"S&amp;SPOWER","EQ","09-Apr-2020","         16.60","         17.40","         17.40","         17.40","         17.40","         17.40","         17.40","         45","                 783.00","          2","         45","        100.00"
"S&amp;SPOWER","EQ","13-Apr-2020","         17.40","         18.25","         18.25","         18.25","         18.25","         18.25","         18.25","        100","                1825.00","          1","        100","        100.00"
"S&amp;SPOWER","EQ","15-Apr-2020","         18.25","         19.15","         19.15","         19.15","         19.15","         19.15","         19.15","        110","                2106.50","          2","        110","        100.00"
"S&amp;SPOWER","EQ","16-Apr-2020","         19.15","         21.05","         21.05","         21.05","         21.05","         21.05","         21.05","        631","               13282.55","          7","        631","        100.00"
"S&amp;SPOWER","EQ","17-Apr-2020","         21.05","         23.15","         23.15","         23.15","         23.15","         23.15","         23.15","       1920","               44448.00","          5","       1920","        100.00"
"S&amp;SPOWER","EQ","20-Apr-2020","         23.15","         25.45","         25.45","         25.45","         25.45","         25.45","         25.45","         15","                 381.75","          2","         15","        100.00"
