"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"IL&amp;FSENGG","EQ","11-Sep-2018","         15.45","         14.35","         15.30","         14.00","         14.20","         14.30","         14.54","     285425","             4148873.80","       1227","     165829","         58.10"
"IL&amp;FSENGG","EQ","12-Sep-2018","         14.30","         14.95","         14.95","         13.10","         13.15","         13.20","         13.62","     198304","             2701455.80","        817","     142842","         72.03"
"IL&amp;FSENGG","EQ","14-Sep-2018","         13.20","         13.45","         13.55","         12.50","         13.10","         13.15","         13.20","     133439","             1760937.85","        648","      65534","         49.11"
"IL&amp;FSENGG","EQ","17-Sep-2018","         13.15","         13.15","         15.75","         13.00","         14.80","         14.90","         15.08","     791502","            11935530.40","       2771","     295821","         37.37"
"IL&amp;FSENGG","EQ","18-Sep-2018","         14.90","         15.15","         15.15","         13.50","         13.50","         13.65","         14.39","     169121","             2433094.50","        836","      87608","         51.80"
"IL&amp;FSENGG","EQ","19-Sep-2018","         13.65","         13.85","         14.50","         12.80","         13.25","         13.10","         13.41","     156413","             2096741.75","        719","      90258","         57.70"
"IL&amp;FSENGG","EQ","21-Sep-2018","         13.10","         13.00","         13.40","         11.55","         12.25","         12.05","         12.33","     212400","             2619258.55","       1111","     120280","         56.63"
"IL&amp;FSENGG","EQ","24-Sep-2018","         12.05","         13.00","         14.35","         12.80","         13.00","         13.00","         13.59","     561037","             7626526.90","       2643","     258310","         46.04"
"IL&amp;FSENGG","EQ","25-Sep-2018","         13.00","         13.00","         15.60","         12.35","         14.20","         14.30","         14.50","    1816868","            26340311.45","       5107","     554561","         30.52"
"IL&amp;FSENGG","EQ","26-Sep-2018","         14.30","         16.10","         16.40","         13.60","         13.85","         13.80","         14.77","     832377","            12290653.25","       2691","     414083","         49.75"
"IL&amp;FSENGG","EQ","27-Sep-2018","         13.80","         14.55","         14.55","         13.05","         13.80","         13.75","         13.94","     340079","             4741333.10","       1238","     115304","         33.91"
"IL&amp;FSENGG","EQ","28-Sep-2018","         13.75","         13.95","         14.45","         12.50","         13.55","         13.30","         13.28","     370339","             4919638.95","       1486","     162603","         43.91"
"IL&amp;FSENGG","EQ","01-Oct-2018","         13.30","         15.00","         15.95","         13.85","         15.95","         15.95","         15.39","    1083639","            16679492.05","       3433","     597674","         55.15"
"IL&amp;FSENGG","EQ","03-Oct-2018","         15.95","         19.10","         19.10","         19.10","         19.10","         19.10","         19.10","     448446","             8565318.60","        429","     420332","         93.73"
"IL&amp;FSENGG","EQ","04-Oct-2018","         19.10","         20.50","         22.90","         19.75","         22.90","         22.90","         22.08","    1907831","            42127176.80","       4004","     720177","         37.75"
"IL&amp;FSENGG","EQ","05-Oct-2018","         22.90","         24.40","         25.15","         23.95","         25.15","         25.15","         24.97","    1268359","            31675196.85","       3133","     786302","         61.99"
"IL&amp;FSENGG","EQ","08-Oct-2018","         25.15","         26.40","         27.55","         22.65","         22.65","         22.65","         23.79","     939933","            22361932.20","       2350","     490791","         52.22"
