"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SURANAT&amp;P","EQ","30-Aug-2018","          5.00","          4.80","          5.10","          4.80","          5.10","          5.05","          4.98","      12233","               60909.70","         20","      11153","         91.17"
"SURANAT&amp;P","EQ","31-Aug-2018","          5.05","          5.00","          5.15","          4.85","          5.05","          5.05","          4.96","      17824","               88387.00","         17","      17823","         99.99"
"SURANAT&amp;P","EQ","03-Sep-2018","          5.05","          5.05","          5.25","          4.85","          5.00","          5.00","          5.02","      12029","               60382.05","         25","       9658","         80.29"
"SURANAT&amp;P","EQ","04-Sep-2018","          5.00","          4.85","          5.20","          4.85","          5.20","          5.10","          5.00","       4062","               20317.30","         18","       3292","         81.04"
"SURANAT&amp;P","EQ","05-Sep-2018","          5.10","          4.90","          5.15","          4.90","          5.05","          5.00","          4.94","       4083","               20174.20","         21","       4080","         99.93"
"SURANAT&amp;P","EQ","06-Sep-2018","          5.00","          5.00","          5.05","          4.80","          5.05","          5.05","          4.92","       3666","               18034.60","         17","       3616","         98.64"
"SURANAT&amp;P","EQ","07-Sep-2018","          5.05","          5.25","          5.25","          4.95","          5.00","          5.00","          5.00","      35112","              175618.05","         48","      35062","         99.86"
"SURANAT&amp;P","EQ","10-Sep-2018","          5.00","          5.05","          5.25","          4.90","          5.05","          4.90","          5.01","      15177","               75984.20","         24","      15057","         99.21"
"SURANAT&amp;P","EQ","11-Sep-2018","          4.90","          4.75","          5.20","          4.75","          5.10","          5.10","          5.09","      21793","              110871.50","         33","      15663","         71.87"
"SURANAT&amp;P","EQ","12-Sep-2018","          5.10","          5.00","          5.10","          4.90","          5.00","          4.95","          4.92","      36546","              179985.20","         35","      34531","         94.49"
"SURANAT&amp;P","EQ","14-Sep-2018","          4.95","          5.20","          5.20","          5.00","          5.15","          5.10","          5.01","       7938","               39731.40","         15","       7838","         98.74"
"SURANAT&amp;P","EQ","17-Sep-2018","          5.10","          5.00","          5.20","          4.95","          5.00","          5.00","          5.01","      28561","              143188.35","         84","      23203","         81.24"
"SURANAT&amp;P","EQ","18-Sep-2018","          5.00","          4.95","          5.10","          4.95","          5.00","          5.00","          4.97","       7722","               38410.90","         14","       7722","        100.00"
"SURANAT&amp;P","EQ","19-Sep-2018","          5.00","          5.00","          5.00","          4.85","          5.00","          5.00","          4.85","       1665","                8077.40","         14","       1665","        100.00"
"SURANAT&amp;P","EQ","21-Sep-2018","          5.00","          4.95","          5.25","          4.95","          5.25","          5.20","          5.11","      82998","              423733.20","         72","      82498","         99.40"
"SURANAT&amp;P","EQ","24-Sep-2018","          5.20","          4.95","          5.25","          4.95","          5.00","          5.00","          4.99","      17840","               89009.00","         36","      16310","         91.42"
"SURANAT&amp;P","EQ","25-Sep-2018","          5.00","          4.65","          4.95","          4.25","          4.65","          4.75","          4.62","      27090","              125056.20","         48","      25527","         94.23"
"SURANAT&amp;P","EQ","26-Sep-2018","          4.75","          4.65","          4.95","          4.50","          4.80","          4.80","          4.67","      27503","              128409.10","         38","      16201","         58.91"
