"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;MFIN","EQ","11-Sep-2018","        447.05","        449.30","        452.55","        435.90","        439.30","        439.20","        443.42","    1595407","           707437990.75","      21847","     624303","         39.13"
"M&amp;MFIN","EQ","12-Sep-2018","        439.20","        438.00","        439.00","        419.00","        424.65","        425.75","        425.66","    4762486","          2027211476.60","      59956","    2861776","         60.09"
"M&amp;MFIN","N2","12-Sep-2018","       1060.00","       1030.00","       1030.00","       1030.00","       1030.00","       1030.00","       1030.00","        500","              515000.00","          1","        500","        100.00"
"M&amp;MFIN","EQ","14-Sep-2018","        425.75","        428.00","        460.00","        428.00","        459.00","        454.30","        449.49","    3350077","          1505825347.00","      49154","    1283305","         38.31"
"M&amp;MFIN","EQ","17-Sep-2018","        454.30","        445.30","        451.75","        439.05","        441.00","        440.55","        443.44","    1564943","           693955634.45","      18444","     569694","         36.40"
"M&amp;MFIN","N2","17-Sep-2018","       1030.00","       1034.00","       1034.00","       1030.00","       1030.00","       1032.00","       1032.00","         50","               51600.00","          5","         50","        100.00"
"M&amp;MFIN","EQ","18-Sep-2018","        440.55","        440.60","        449.55","        437.80","        440.30","        442.55","        444.99","    1759165","           782807691.65","      33945","    1052177","         59.81"
"M&amp;MFIN","N2","18-Sep-2018","       1032.00","       1031.95","       1031.95","       1028.00","       1028.00","       1028.00","       1029.96","        198","              203931.10","          2","        198","        100.00"
"M&amp;MFIN","EQ","19-Sep-2018","        442.55","        445.40","        446.55","        431.00","        435.00","        433.40","        437.49","    1439843","           629915626.10","      61478","     651454","         45.24"
"M&amp;MFIN","EQ","21-Sep-2018","        433.40","        436.10","        447.95","        368.40","        414.20","        411.25","        412.57","    5799480","          2392704379.20","      83275","    2673482","         46.10"
"M&amp;MFIN","N1","21-Sep-2018","        997.01","       1000.00","       1000.00","       1000.00","       1000.00","       1000.00","       1000.00","         25","               25000.00","          1","         25","        100.00"
"M&amp;MFIN","N2","21-Sep-2018","       1028.00","       1006.01","       1007.00","       1006.01","       1007.00","       1007.00","       1006.59","         90","               90592.65","          3","         90","        100.00"
"M&amp;MFIN","EQ","24-Sep-2018","        411.25","        415.95","        420.30","        385.00","        390.15","        392.85","        395.40","    4251349","          1680976907.95","     114264","    2224525","         52.33"
"M&amp;MFIN","N2","24-Sep-2018","       1007.00","       1005.00","       1005.00","       1002.59","       1005.00","       1005.00","       1002.86","        900","              902572.00","          6","        900","        100.00"
"M&amp;MFIN","N3","24-Sep-2018","       1200.00","       1141.10","       1190.00","       1141.10","       1190.00","       1190.00","       1143.43","         21","               24012.00","          2","         20","         95.24"
"M&amp;MFIN","EQ","25-Sep-2018","        392.85","        388.50","        420.00","        386.60","        413.40","        414.10","        406.92","    5089082","          2070858247.30","      73628","    1709351","         33.59"
"M&amp;MFIN","N2","25-Sep-2018","       1005.00","       1005.00","       1007.00","       1000.01","       1007.00","       1007.00","       1005.79","        510","              512951.20","          7","        510","        100.00"
"M&amp;MFIN","EQ","26-Sep-2018","        414.10","        414.10","        430.00","        413.25","        417.05","        421.90","        424.05","    1950583","           827142257.90","      31469","     774188","         39.69"
"M&amp;MFIN","N2","26-Sep-2018","       1007.00","       1009.50","       1009.50","       1005.00","       1008.00","       1008.00","       1006.97","        482","              485357.30","         14","        482","        100.00"
"M&amp;MFIN","EQ","27-Sep-2018","        421.90","        420.10","        429.40","        391.20","        403.00","        399.55","        410.58","    2701905","          1109345256.95","      49550","    1223736","         45.29"
"M&amp;MFIN","N2","27-Sep-2018","       1008.00","       1004.01","       1009.00","       1004.00","       1004.00","       1004.00","       1005.58","        907","              912065.00","         13","        907","        100.00"
"M&amp;MFIN","N3","27-Sep-2018","       1190.00","       1189.99","       1189.99","       1189.99","       1189.99","       1189.99","       1189.99","         83","               98769.17","          1","         83","        100.00"
"M&amp;MFIN","EQ","28-Sep-2018","        399.55","        409.30","        414.90","        389.95","        401.30","        400.20","        402.55","    2410817","           970475022.20","      34668","     724421","         30.05"
"M&amp;MFIN","N2","28-Sep-2018","       1004.00","       1004.00","       1008.00","       1004.00","       1004.00","       1004.00","       1004.57","        315","              316438.00","         25","        315","        100.00"
"M&amp;MFIN","N3","28-Sep-2018","       1189.99","       1145.50","       1170.00","       1145.50","       1170.00","       1170.00","       1160.58","        130","              150875.00","          3","        130","        100.00"
"M&amp;MFIN","EQ","01-Oct-2018","        400.20","        395.00","        419.85","        386.05","        418.05","        413.95","        398.93","    1796834","           716803656.95","      46807","     586322","         32.63"
"M&amp;MFIN","N2","01-Oct-2018","       1004.00","        990.01","        990.01","        990.01","        990.01","        990.01","        990.01","         75","               74250.75","          1","         75","        100.00"
"M&amp;MFIN","N3","01-Oct-2018","       1170.00","       1144.00","       1144.00","       1144.00","       1144.00","       1144.00","       1144.00","         50","               57200.00","          1","         50","        100.00"
"M&amp;MFIN","EQ","03-Oct-2018","        413.95","        411.40","        415.00","        403.65","        404.90","        406.20","        409.29","    1309812","           536092509.75","      38340","     393065","         30.01"
"M&amp;MFIN","N1","03-Oct-2018","       1000.00","        950.00","        950.00","        950.00","        950.00","        950.00","        950.00","         50","               47500.00","          1","         50","        100.00"
"M&amp;MFIN","N3","03-Oct-2018","       1144.00","       1145.00","       1145.00","       1145.00","       1145.00","       1145.00","       1145.00","         50","               57250.00","          1","         50","        100.00"
"M&amp;MFIN","EQ","04-Oct-2018","        406.20","        399.00","        401.00","        385.40","        396.65","        398.80","        392.94","    2435355","           956948521.75","      49655","    1155658","         47.45"
"M&amp;MFIN","N2","04-Oct-2018","        990.01","       1020.00","       1020.00","       1020.00","       1020.00","       1020.00","       1020.00","        100","              102000.00","          1","        100","        100.00"
"M&amp;MFIN","N3","04-Oct-2018","       1145.00","       1115.00","       1150.00","       1115.00","       1150.00","       1150.00","       1136.50","        200","              227300.50","          4","        200","        100.00"
"M&amp;MFIN","EQ","05-Oct-2018","        398.80","        394.00","        400.00","        342.65","        368.75","        368.75","        379.23","    2159310","           818871334.40","      37545","     754644","         34.95"
"M&amp;MFIN","N2","05-Oct-2018","       1020.00","       1010.00","       1010.00","       1010.00","       1010.00","       1010.00","       1010.00","        100","              101000.00","          1","        100","        100.00"
"M&amp;MFIN","N3","05-Oct-2018","       1150.00","       1150.00","       1160.00","       1150.00","       1160.00","       1160.00","       1155.00","        200","              231000.00","          2","        200","        100.00"
"M&amp;MFIN","EQ","08-Oct-2018","        368.75","        367.25","        383.00","        350.75","        360.80","        362.10","        368.71","    3113480","          1147958817.10","      68682","    1327234","         42.63"
"M&amp;MFIN","N2","08-Oct-2018","       1010.00","       1010.00","       1010.01","       1001.01","       1001.01","       1001.01","       1003.85","        380","              381462.70","          6","        360","         94.74"
"M&amp;MFIN","N3","08-Oct-2018","       1160.00","       1145.00","       1145.00","       1145.00","       1145.00","       1145.00","       1145.00","        200","              229000.00","          1","        200","        100.00"
"M&amp;MFIN","EQ","09-Oct-2018","        362.10","        365.00","        380.65","        361.70","        370.25","        370.85","        371.14","    2097646","           778527347.10","      46338","     820397","         39.11"
"M&amp;MFIN","EQ","10-Oct-2018","        370.85","        375.00","        419.40","        375.00","        405.90","        405.85","        398.44","    4349013","          1732839043.35","      60316","    2021612","         46.48"
"M&amp;MFIN","N2","10-Oct-2018","       1001.01","       1009.50","       1009.50","       1005.00","       1005.00","       1005.00","       1005.77","        140","              140808.10","          7","        130","         92.86"
"M&amp;MFIN","EQ","11-Oct-2018","        405.85","        375.00","        397.60","        366.75","        370.90","        372.40","        382.53","    3077268","          1177151774.80","      80575","    1202919","         39.09"
"M&amp;MFIN","N2","11-Oct-2018","       1005.00","       1010.00","       1018.00","       1010.00","       1018.00","       1018.00","       1012.13","        409","              413962.00","         26","        409","        100.00"
"M&amp;MFIN","EQ","12-Oct-2018","        372.40","        379.80","        397.00","        378.00","        385.50","        387.00","        388.25","    2557314","           992880711.35","      58239","     877527","         34.31"
"M&amp;MFIN","N2","12-Oct-2018","       1018.00","       1014.81","       1014.81","       1014.81","       1014.81","       1014.81","       1014.81","         20","               20296.20","          1","         20","        100.00"
"M&amp;MFIN","EQ","15-Oct-2018","        387.00","        392.90","        392.90","        375.25","        385.00","        386.60","        383.11","     913486","           349966738.35","      18901","     202697","         22.19"
"M&amp;MFIN","EQ","16-Oct-2018","        386.60","        389.70","        402.15","        387.15","        397.75","        398.40","        395.81","    1325801","           524765232.00","      56375","     431278","         32.53"
"M&amp;MFIN","N2","16-Oct-2018","       1014.81","       1010.00","       1015.00","       1010.00","       1010.00","       1010.00","       1010.24","        410","              414200.00","          6","        410","        100.00"
"M&amp;MFIN","EQ","17-Oct-2018","        398.40","        403.90","        404.55","        363.30","        366.40","        366.05","        379.06","    2870976","          1088259986.50","      40972","    1197997","         41.73"
"M&amp;MFIN","N2","17-Oct-2018","       1010.00","       1010.00","       1010.00","       1008.00","       1008.00","       1008.00","       1009.94","        310","              313080.00","          5","        310","        100.00"
"M&amp;MFIN","EQ","19-Oct-2018","        366.05","        366.00","        379.40","        352.85","        356.45","        356.25","        360.99","    2878338","          1039054054.85","      53140","     958218","         33.29"
