"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"COX&amp;KINGS","EQ","11-Sep-2018","        218.00","        215.10","        218.35","        215.10","        217.30","        216.65","        217.37","      29515","             6415689.50","       1251","      20834","         70.59"
"COX&amp;KINGS","EQ","12-Sep-2018","        216.65","        213.50","        217.80","        213.50","        217.30","        216.85","        215.87","      31846","             6874738.75","       1158","      21977","         69.01"
"COX&amp;KINGS","EQ","14-Sep-2018","        216.85","        218.00","        223.65","        218.00","        221.35","        221.35","        221.20","      49956","            11050269.10","       4026","      31813","         63.68"
"COX&amp;KINGS","EQ","17-Sep-2018","        221.35","        218.25","        221.35","        216.15","        216.50","        217.70","        217.98","     101233","            22066360.35","       1973","      78821","         77.86"
"COX&amp;KINGS","EQ","18-Sep-2018","        217.70","        215.10","        220.20","        212.50","        214.50","        214.50","        215.05","     584506","           125700473.35","       5581","     545875","         93.39"
"COX&amp;KINGS","EQ","19-Sep-2018","        214.50","        213.50","        214.40","        204.95","        206.00","        207.40","        210.20","      80003","            16816421.95","       4263","      43438","         54.30"
"COX&amp;KINGS","EQ","21-Sep-2018","        207.40","        209.90","        213.00","        195.15","        203.10","        200.30","        204.99","     322134","            66034837.70","       8294","     277095","         86.02"
"COX&amp;KINGS","EQ","24-Sep-2018","        200.30","        200.30","        209.95","        186.00","        187.25","        189.40","        194.18","     105807","            20545787.30","       4281","      76177","         72.00"
"COX&amp;KINGS","EQ","25-Sep-2018","        189.40","        186.00","        196.25","        186.00","        192.00","        194.70","        193.35","     371477","            71824569.80","       3905","     323530","         87.09"
"COX&amp;KINGS","EQ","26-Sep-2018","        194.70","        194.20","        195.50","        190.70","        193.00","        193.50","        193.30","      74519","            14404846.30","        876","      65954","         88.51"
"COX&amp;KINGS","EQ","27-Sep-2018","        193.50","        193.00","        193.45","        187.00","        187.20","        187.85","        189.12","      39709","             7509642.35","       1740","      26269","         66.15"
"COX&amp;KINGS","EQ","28-Sep-2018","        187.85","        187.10","        190.00","        164.10","        167.50","        168.20","        177.84","     119394","            21232578.20","       6744","      76010","         63.66"
"COX&amp;KINGS","EQ","01-Oct-2018","        168.20","        167.00","        194.70","        134.60","        186.10","        173.65","        158.40","     374569","            59333033.15","       5570","     184768","         49.33"
"COX&amp;KINGS","EQ","03-Oct-2018","        173.65","        175.60","        195.30","        173.75","        193.85","        191.40","        186.49","     200154","            37326087.00","       4664","      90139","         45.03"
"COX&amp;KINGS","EQ","04-Oct-2018","        191.40","        187.95","        194.00","        177.00","        177.05","        183.20","        185.62","     239294","            44417390.60","       4782","     140778","         58.83"
"COX&amp;KINGS","EQ","05-Oct-2018","        183.20","        178.00","        180.00","        172.00","        172.60","        174.60","        175.15","     198973","            34850992.50","       1788","     169155","         85.01"
"COX&amp;KINGS","EQ","08-Oct-2018","        174.60","        170.00","        180.00","        166.55","        178.00","        174.05","        172.35","     104066","            17935682.30","       1019","      88414","         84.96"
"COX&amp;KINGS","EQ","09-Oct-2018","        174.05","        175.45","        180.00","        172.20","        180.00","        177.90","        176.78","     111745","            19754347.65","       1464","      83239","         74.49"
"COX&amp;KINGS","EQ","10-Oct-2018","        177.90","        179.00","        203.00","        172.40","        200.10","        195.45","        187.60","      65802","            12344731.70","       2020","      38266","         58.15"
"COX&amp;KINGS","EQ","11-Oct-2018","        195.45","        193.90","        193.90","        184.30","        190.80","        189.05","        187.48","     132476","            24836161.40","       2469","      75196","         56.76"
"COX&amp;KINGS","EQ","12-Oct-2018","        189.05","        191.85","        199.00","        191.85","        198.00","        197.40","        195.72","      87963","            17216087.90","       1926","      47099","         53.54"
"COX&amp;KINGS","EQ","15-Oct-2018","        197.40","        198.50","        203.35","        198.50","        202.80","        202.10","        201.81","     117398","            23691777.05","       1555","      82992","         70.69"
