"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"J&amp;KBANK","EQ","30-Aug-2018","         54.15","         54.50","         55.75","         53.90","         55.55","         55.50","         55.21","     246577","            13614716.10","       5617","     165914","         67.29"
"J&amp;KBANK","EQ","31-Aug-2018","         55.50","         55.55","         55.60","         54.10","         55.45","         55.30","         54.88","     248645","            13645182.35","       5931","     159703","         64.23"
"J&amp;KBANK","EQ","03-Sep-2018","         55.30","         55.10","         56.95","         55.10","         56.40","         56.60","         56.26","     198500","            11167834.60","       2517","     125693","         63.32"
"J&amp;KBANK","EQ","04-Sep-2018","         56.60","         56.50","         56.50","         52.55","         53.15","         52.80","         54.04","     302214","            16332980.95","       2957","     218108","         72.17"
"J&amp;KBANK","EQ","05-Sep-2018","         52.80","         53.25","         53.90","         52.35","         53.80","         53.60","         53.13","     185755","             9868370.15","       2945","      91618","         49.32"
"J&amp;KBANK","EQ","06-Sep-2018","         53.60","         53.95","         54.50","         53.40","         54.30","         54.15","         53.97","     193023","            10417212.55","       5736","     119302","         61.81"
"J&amp;KBANK","EQ","07-Sep-2018","         54.15","         54.80","         55.40","         54.00","         55.00","         54.80","         54.71","     157612","             8622680.60","       5361","      94245","         59.80"
"J&amp;KBANK","EQ","10-Sep-2018","         54.80","         54.95","         56.15","         53.85","         55.95","         55.70","         54.97","     156837","             8621719.15","       5508","      97720","         62.31"
"J&amp;KBANK","EQ","11-Sep-2018","         55.70","         56.40","         56.40","         53.60","         55.05","         55.00","         54.59","     324116","            17693482.55","       4118","     205775","         63.49"
"J&amp;KBANK","EQ","12-Sep-2018","         55.00","         54.25","         55.50","         53.05","         54.00","         53.80","         54.10","     278086","            15044871.25","      10239","     162653","         58.49"
"J&amp;KBANK","EQ","14-Sep-2018","         53.80","         53.90","         55.45","         53.20","         54.55","         54.70","         54.51","     345076","            18809192.30","      17172","     221479","         64.18"
"J&amp;KBANK","EQ","17-Sep-2018","         54.70","         54.60","         55.00","         53.10","         53.35","         53.35","         53.85","     342422","            18440421.75","       9819","     252997","         73.88"
"J&amp;KBANK","EQ","18-Sep-2018","         53.35","         53.80","         53.85","         53.05","         53.40","         53.50","         53.52","     242433","            12975364.90","      13782","     169273","         69.82"
"J&amp;KBANK","EQ","19-Sep-2018","         53.50","         53.40","         53.45","         51.00","         52.00","         51.90","         52.04","     223677","            11639124.75","       5129","     119888","         53.60"
"J&amp;KBANK","EQ","21-Sep-2018","         51.90","         52.65","         52.65","         46.50","         47.40","         47.40","         48.87","     416089","            20333714.50","       5718","     290809","         69.89"
"J&amp;KBANK","EQ","24-Sep-2018","         47.40","         47.95","         48.25","         46.30","         46.75","         46.90","         47.20","     234061","            11047994.90","       2780","     131624","         56.23"
"J&amp;KBANK","EQ","25-Sep-2018","         46.90","         46.90","         47.25","         45.50","         46.60","         46.45","         46.53","     181563","             8448784.10","       2095","     105871","         58.31"
"J&amp;KBANK","EQ","26-Sep-2018","         46.45","         46.60","         47.20","         45.10","         45.20","         45.55","         46.01","     159515","             7338555.80","       1497","     108324","         67.91"
"J&amp;KBANK","EQ","27-Sep-2018","         45.55","         45.30","         45.75","         41.95","         44.00","         44.00","         44.01","    1548300","            68140539.15","       5311","    1436431","         92.77"
"J&amp;KBANK","EQ","28-Sep-2018","         44.00","         44.25","         44.35","         38.00","         40.00","         41.30","         42.07","     594010","            24989387.70","       6032","     327761","         55.18"
"J&amp;KBANK","EQ","01-Oct-2018","         41.30","         40.70","         43.15","         38.50","         42.60","         42.65","         41.64","     458882","            19109691.10","       5496","     300126","         65.40"
"J&amp;KBANK","EQ","03-Oct-2018","         42.65","         43.25","         43.25","         39.80","         42.50","         42.10","         42.02","     420166","            17656536.75","       5199","     241625","         57.51"
"J&amp;KBANK","EQ","04-Oct-2018","         42.10","         41.90","         42.10","         39.70","         40.00","         40.00","         40.43","     359337","            14527628.60","       3943","     215676","         60.02"
"J&amp;KBANK","EQ","05-Oct-2018","         40.00","         40.35","         41.90","         40.00","         40.10","         40.30","         40.71","     548152","            22317978.05","       2777","     392118","         71.53"
"J&amp;KBANK","EQ","08-Oct-2018","         40.30","         40.85","         41.00","         39.00","         39.85","         39.90","         39.88","     267225","            10655784.75","       3194","     156175","         58.44"
"J&amp;KBANK","EQ","09-Oct-2018","         39.90","         40.45","         40.45","         38.50","         38.80","         38.90","         39.19","     276846","            10849660.40","       2499","     190159","         68.69"
"J&amp;KBANK","EQ","10-Oct-2018","         38.90","         39.45","         41.00","         38.50","         40.30","         39.90","         39.88","     453654","            18091254.55","       3594","     226240","         49.87"
"J&amp;KBANK","EQ","11-Oct-2018","         39.90","         39.10","         40.10","         38.55","         39.90","         39.90","         39.44","     193644","             7637497.50","       1869","     106412","         54.95"
"J&amp;KBANK","EQ","12-Oct-2018","         39.90","         40.00","         41.05","         40.00","         40.60","         40.50","         40.86","     303445","            12399975.65","       1480","     241662","         79.64"
"J&amp;KBANK","EQ","15-Oct-2018","         40.50","         40.90","         41.90","         40.20","         40.95","         40.90","         40.95","     171945","             7041075.75","       1159","     129242","         75.16"
"J&amp;KBANK","EQ","16-Oct-2018","         40.90","         40.70","         42.60","         40.70","         41.80","         41.95","         41.91","    1236746","            51827254.60","       9240","     707397","         57.20"
"J&amp;KBANK","EQ","17-Oct-2018","         41.95","         45.50","         49.70","         42.00","         42.40","         42.50","         45.40","    4601904","           208918429.15","      32104","    1608633","         34.96"
"J&amp;KBANK","EQ","19-Oct-2018","         42.50","         42.60","         43.70","         42.00","         42.50","         42.45","         42.73","     746241","            31883279.10","       5350","     291645","         39.08"
"J&amp;KBANK","EQ","22-Oct-2018","         42.45","         43.10","         43.60","         40.80","         40.85","         41.00","         42.20","     501719","            21173118.75","       2993","     248919","         49.61"
"J&amp;KBANK","EQ","23-Oct-2018","         41.00","         40.20","         43.50","         40.20","         43.30","         42.95","         41.58","     552382","            22968871.05","       4603","     290409","         52.57"
"J&amp;KBANK","EQ","24-Oct-2018","         42.95","         44.10","         44.15","         41.55","         42.50","         41.95","         42.47","     495564","            21048930.40","       3010","     289427","         58.40"
"J&amp;KBANK","EQ","25-Oct-2018","         41.95","         41.15","         41.85","         38.50","         38.75","         38.75","         39.78","     852056","            33891676.40","       3982","     581569","         68.25"
"J&amp;KBANK","EQ","26-Oct-2018","         38.75","         39.00","         39.85","         38.65","         39.20","         39.00","         39.14","     370223","            14488890.40","       2784","     155999","         42.14"
"J&amp;KBANK","EQ","29-Oct-2018","         39.00","         39.50","         41.75","         38.50","         41.30","         41.45","         40.61","     531848","            21599905.45","       3310","     294775","         55.42"
"J&amp;KBANK","EQ","30-Oct-2018","         41.45","         41.70","         44.00","         41.00","         43.15","         43.10","         42.93","     865081","            37138292.15","       9213","     350829","         40.55"
"J&amp;KBANK","EQ","31-Oct-2018","         43.10","         43.10","         43.50","         41.10","         42.05","         42.20","         42.07","     567100","            23856532.05","       5367","     266587","         47.01"
"J&amp;KBANK","EQ","01-Nov-2018","         42.20","         42.20","         42.35","         41.30","         41.35","         41.50","         41.77","     406404","            16973990.10","       5754","     239537","         58.94"
